x,y,z,shift
-1.0070648193359375,-0.0652618408203125,0.183074951171875,14724.929293375
-0.9896087646484375,-0.0626678466796875,0.2024383544921875,14724.949261375
-0.9844970703125,-0.062835693359375,0.2074737548828125,14724.969229375001
-0.98968505859375,-0.0580902099609375,0.2040863037109375,14724.989197375
-0.9801177978515625,-0.02484130859375,0.210845947265625,14725.009164375
-0.9808807373046875,-0.0327911376953125,0.204864501953125,14725.029132375
-0.98443603515625,-0.0377197265625,0.221771240234375,14725.049101375002
-1.0034637451171875,-0.0123748779296875,0.1783447265625,14725.069070375
-0.9935455322265625,0.007354736328125,0.156402587890625,14725.089039375001
-0.9923248291015625,-0.027130126953125,0.189056396484375,14725.109009375
-0.9854583740234375,0.0035400390625,0.2287139892578125,14725.128979375
-0.999725341796875,-0.0152740478515625,0.207489013671875,14725.148947375
-0.9954681396484375,-0.0629730224609375,0.1911773681640625,14725.168916375002
-0.988037109375,-0.075927734375,0.1177520751953125,14725.188884375
-0.961517333984375,-0.04473876953125,0.1228790283203125,14725.208852375
-0.986572265625,-0.014923095703125,0.14593505859375,14725.228820375001
-0.9987640380859375,-0.0091094970703125,0.1457061767578125,14725.248788375
-0.9984130859375,-0.03387451171875,0.1356048583984375,14725.268758375001
-0.989044189453125,-0.07476806640625,0.116729736328125,14725.288726375002
-0.982757568359375,-0.08245849609375,0.1773834228515625,14725.308695375
-0.9949951171875,-0.0395355224609375,0.1721343994140625,14725.328663375001
-0.99163818359375,-0.0526275634765625,0.1769866943359375,14725.348632375
-0.986358642578125,-0.0765380859375,0.153076171875,14725.368599375
-0.9711761474609375,-0.055328369140625,0.186492919921875,14725.388567375001
-0.995880126953125,-0.078887939453125,0.197052001953125,14725.408536375
-1.0141143798828125,-0.095916748046875,0.1849517822265625,14725.428506375001
-0.972930908203125,-0.0703125,0.1598358154296875,14725.448476375
-0.975738525390625,-0.0467376708984375,0.1303863525390625,14725.468444375001
-0.994049072265625,-0.05828857421875,0.104156494140625,14725.488413375
-0.9987030029296875,-0.0674591064453125,0.13604736328125,14725.508382375001
-0.981719970703125,-0.0650482177734375,0.1531219482421875,14725.528349375001
-0.99932861328125,-0.0686798095703125,0.1319580078125,14725.548317375002
-0.9901275634765625,-0.041534423828125,0.1243896484375,14725.568284375
-0.9969635009765625,-0.0450897216796875,0.0875396728515625,14725.588253375001
-0.9847869873046875,-0.0399932861328125,0.1247406005859375,14725.608222375002
-0.992523193359375,-0.037750244140625,0.1189117431640625,14725.628188375002
-1.00286865234375,-0.069793701171875,0.1661529541015625,14725.648156375
-0.99188232421875,-0.0738525390625,0.1338958740234375,14725.668123375
-0.98895263671875,-0.04034423828125,0.0990447998046875,14725.688092375001
-0.9885711669921875,-0.03204345703125,0.191314697265625,14725.708060375
-1.0132904052734375,0.0273284912109375,0.372039794921875,14725.728028375
-1.0538177490234375,0.05340576171875,0.14013671875,14725.747997375001
-0.9310150146484375,-0.3720245361328125,2.4225311279296875,14725.767966375
-1.44354248046875,-0.66278076171875,-2.2778472900390625,14725.787936041668
-0.070892333984375,-0.167724609375,1.0487823486328125,14725.807905041667
-1.154541015625,0.2492218017578125,-0.154052734375,14725.827875041668
-1.379486083984375,0.305999755859375,0.135284423828125,14725.847844041667
-1.0244598388671875,-0.363128662109375,-0.1005706787109375,14725.867813041668
-0.701324462890625,-0.2108917236328125,-0.0498809814453125,14725.887783041668
-0.9554595947265625,-0.1274566650390625,0.08135986328125,14725.907752041667
-1.17022705078125,-0.0388031005859375,0.2921600341796875,14725.927720041667
-1.0888214111328125,0.0023956298828125,0.2493743896484375,14725.947688041668
-0.8859710693359375,0.0533905029296875,0.1864776611328125,14725.967657041667
-0.904510498046875,0.0214996337890625,0.1178131103515625,14725.987626041668
-1.0294952392578125,0.0113525390625,0.1229400634765625,14726.007593041668
-1.0723724365234375,0.0058441162109375,0.1824798583984375,14726.027561041668
-1.035125732421875,0.04290771484375,0.181427001953125,14726.047530041667
-0.9993438720703125,0.0924530029296875,0.0940093994140625,14726.067497041668
-0.9944000244140625,0.0842742919921875,0.031768798828125,14726.087465041668
-0.9906005859375,0.0499420166015625,0.034393310546875,14726.107434041667
-0.9877471923828125,0.0477294921875,0.049530029296875,14726.127404041668
-0.9940185546875,0.0600128173828125,0.0625457763671875,14726.147373041667
-1.00390625,0.04302978515625,0.0736846923828125,14726.167342041668
-1.007110595703125,0.019378662109375,0.07305908203125,14726.187310041667
-1.000885009765625,0.01641845703125,0.063873291015625,14726.207279041668
-0.9998779296875,0.0203399658203125,0.070648193359375,14726.227248041667
-1.0153045654296875,-3.96728515625E-4,0.0441131591796875,14726.247217041668
-1.0006103515625,-0.010162353515625,0.0086212158203125,14726.267185041668
-0.982147216796875,-0.0154571533203125,-0.0188140869140625,14726.287153041667
-0.9820556640625,-0.0403289794921875,-0.030609130859375,14726.307121041667
-0.994384765625,-0.0606842041015625,0.050384521484375,14726.327090041668
-1.0009307861328125,-0.0422210693359375,0.1436767578125,14726.347059041667
-0.9745330810546875,0.024139404296875,0.1704864501953125,14726.367028041668
-1.0200347900390625,0.029144287109375,0.1113739013671875,14726.386998041668
-1.046295166015625,-0.0458221435546875,0.1060638427734375,14726.406968041667
-0.99755859375,-0.060028076171875,0.127838134765625,14726.426939041668
-0.9821319580078125,0.020355224609375,0.1148834228515625,14726.446909041668
-1.0066680908203125,0.0499267578125,0.103057861328125,14726.466879041667
-1.004150390625,0.0128936767578125,0.0764923095703125,14726.486850041667
-0.9757080078125,-0.0375213623046875,0.055572509765625,14726.506819041668
-0.9987030029296875,-0.0024566650390625,0.08599853515625,14726.526790041667
-1.0380859375,0.0200347900390625,0.087371826171875,14726.546761041667
-1.0207977294921875,0.0123138427734375,0.0714874267578125,14726.566731041668
-0.979278564453125,-0.012603759765625,0.0663604736328125,14726.586701041668
-0.9805145263671875,0.005218505859375,0.064849853515625,14726.606671041667
-1.00689697265625,-0.008270263671875,0.034912109375,14726.626640041668
-0.990020751953125,-0.0037384033203125,0.06048583984375,14726.646611041668
-0.9958038330078125,0.041595458984375,0.0860137939453125,14726.666582041667
-1.01312255859375,0.0401611328125,0.0644378662109375,14726.686552041667
-1.00732421875,-0.0011749267578125,0.0648040771484375,14726.706521041668
-0.99041748046875,-0.015625,0.0680084228515625,14726.726491041667
-0.9851226806640625,0.0220794677734375,0.078155517578125,14726.746460041668
-0.9969329833984375,0.032135009765625,0.080291748046875,14726.766430041667
-1.0075531005859375,0.0077972412109375,0.099945068359375,14726.786400416668
-1.0029754638671875,0.0055999755859375,0.098907470703125,14726.806369416667
-1.0058746337890625,0.0106353759765625,0.0753326416015625,14726.826339416668
-0.99945068359375,0.0045013427734375,0.0785064697265625,14726.846308416667
-0.9992828369140625,0.0052490234375,0.0894927978515625,14726.866278416668
-0.99810791015625,0.01141357421875,0.1082763671875,14726.886247416667
-1.0037689208984375,0.0342254638671875,0.0745086669921875,14726.906218416667
-1.0005645751953125,0.0089874267578125,0.1214141845703125,14726.926188416668
-1.0049591064453125,0.0113525390625,0.1249542236328125,14726.946158416667
-1.00274658203125,0.0355377197265625,0.0958709716796875,14726.966128416667
-0.9914398193359375,0.0292510986328125,0.0567626953125,14726.986099416668
-0.99853515625,0.002777099609375,0.03314208984375,14727.006069416668
-1.00164794921875,0.0163726806640625,0.101837158203125,14727.026039416667
-0.9950408935546875,0.0662078857421875,0.1005096435546875,14727.046009416668
-0.999237060546875,0.0721282958984375,0.1040496826171875,14727.065980416668
-1.012603759765625,-0.0089111328125,0.0846710205078125,14727.085951416668
-0.9953765869140625,-0.057464599609375,0.1232452392578125,14727.105921416667
-1.0006256103515625,-0.0123443603515625,0.100830078125,14727.125892416667
-1.0089874267578125,-5.645751953125E-4,0.09808349609375,14727.145861416668
-0.9884033203125,0.011932373046875,0.0723114013671875,14727.165832416667
-0.9737396240234375,0.0015411376953125,0.0531158447265625,14727.185802416667
-0.9763336181640625,0.0126800537109375,0.068817138671875,14727.205774416667
-1.0088653564453125,0.025726318359375,0.1189422607421875,14727.225745416668
-1.033660888671875,0.008270263671875,0.139892578125,14727.245715416668
-1.019622802734375,0.0568389892578125,0.101226806640625,14727.265686416667
-0.988525390625,0.0918426513671875,0.070587158203125,14727.285657416667
-0.9929962158203125,0.0262451171875,0.1487884521484375,14727.305628416667
-1.001495361328125,0.0058441162109375,0.1811065673828125,14727.325598416668
-1.0395965576171875,-0.41229248046875,2.5519866943359375,14727.345568416667
-1.5625152587890625,-0.42486572265625,-2.7247467041015625,14727.365539416667
-0.0934295654296875,-0.3676605224609375,0.971527099609375,14727.385508416668
-1.081085205078125,0.2644500732421875,-0.197906494140625,14727.405478416667
-1.3428192138671875,0.4892120361328125,-0.1081085205078125,14727.425447416668
-1.1498260498046875,-0.225006103515625,0.1455078125,14727.445416416667
-0.79791259765625,-0.335357666015625,0.126007080078125,14727.465386416667
-0.9113922119140625,-0.16021728515625,0.1614532470703125,14727.485355416668
-1.06024169921875,0.1483306884765625,0.15716552734375,14727.505324416668
-1.067962646484375,0.18743896484375,0.1105499267578125,14727.525294416668
-0.96185302734375,0.0705718994140625,0.093902587890625,14727.545264416667
-0.9712066650390625,-0.00335693359375,0.1019744873046875,14727.565233416668
-1.029449462890625,0.0418853759765625,0.125457763671875,14727.585202416667
-1.0442352294921875,0.082489013671875,0.13018798828125,14727.605171416668
-1.0149688720703125,0.0723419189453125,0.104736328125,14727.625141416667
-0.979339599609375,0.0499420166015625,0.05792236328125,14727.645113416667
-0.9779815673828125,0.0573577880859375,0.054595947265625,14727.665083416667
-0.9950714111328125,0.073089599609375,0.0551910400390625,14727.685053416668
-1.0013580322265625,0.071502685546875,0.0616912841796875,14727.705023416667
-1.001708984375,0.0490264892578125,0.07147216796875,14727.724991416668
-1.006805419921875,0.029449462890625,0.08709716796875,14727.744960416667
-1.0042572021484375,0.0337982177734375,0.0792083740234375,14727.764929416668
-0.9946746826171875,0.043060302734375,0.090972900390625,14727.784898416667
-0.995147705078125,0.03485107421875,0.0940704345703125,14727.804867416668
-0.9952545166015625,0.0252685546875,0.102081298828125,14727.824835416668
-0.9935302734375,0.0209197998046875,0.094696044921875,14727.844805416667
-1.0004730224609375,0.017974853515625,0.1034088134765625,14727.864775416667
-1.002777099609375,0.021331787109375,0.094329833984375,14727.884745416668
-1.0038299560546875,0.0223236083984375,0.100006103515625,14727.904714416667
-0.99822998046875,0.017669677734375,0.0988922119140625,14727.924684416668
-0.99493408203125,0.01861572265625,0.09246826171875,14727.944653416667
-0.99310302734375,0.0229949951171875,0.09326171875,14727.964622416668
-0.9957122802734375,0.0281219482421875,0.089630126953125,14727.984592416668
-1.0017852783203125,0.032073974609375,0.0879974365234375,14728.004561416668
-1.0054168701171875,0.035369873046875,0.0902862548828125,14728.024529416667
-1.0004425048828125,0.033294677734375,0.0921783447265625,14728.044498416668
-0.9941558837890625,0.0299072265625,0.090789794921875,14728.064467416667
-0.9912872314453125,0.034759521484375,0.0879364013671875,14728.084436416668
-0.9903411865234375,0.0396575927734375,0.088104248046875,14728.104406416667
-0.99945068359375,0.0417633056640625,0.0930938720703125,14728.124375416668
-1.0060577392578125,0.0412139892578125,0.0892333984375,14728.144343416667
-1.0056610107421875,0.0503692626953125,0.0779266357421875,14728.164311416667
-1.0019378662109375,0.0514373779296875,-0.012603759765625,14728.184280416668
-0.986846923828125,0.0380706787109375,-0.0659332275390625,14728.204249416667
-0.994293212890625,0.0167388916015625,0.065643310546875,14728.224218416668
-0.9983062744140625,-0.005401611328125,0.1652984619140625,14728.244187416667
-0.9878082275390625,0.06695556640625,0.1186065673828125,14728.264155416668
-0.998138427734375,0.1103973388671875,0.1114654541015625,14728.284123416668
-1.0196380615234375,0.05377197265625,0.1029205322265625,14728.304091416667
-1.022674560546875,0.011749267578125,0.1652679443359375,14728.324059416667
-1.005645751953125,0.0453033447265625,0.1444091796875,14728.344028416668
-0.99456787109375,0.030059814453125,0.1178131103515625,14728.363996416667
-0.9945220947265625,0.00567626953125,0.112396240234375,14728.383966416668
-1.00146484375,0.0551605224609375,0.035888671875,14728.403935416667
-1.00079345703125,0.0674591064453125,0.029022216796875,14728.423903416668
-1.0084075927734375,0.0390472412109375,0.03729248046875,14728.443871416668
-0.9987640380859375,0.0289154052734375,0.046783447265625,14728.463839416667
-0.99029541015625,0.0144500732421875,0.033599853515625,14728.483808416668
-0.98974609375,0.018707275390625,0.024505615234375,14728.503776416668
-0.9899749755859375,0.0479583740234375,0.0414886474609375,14728.523745416667
-1.010345458984375,0.0494537353515625,0.044921875,14728.543714416668
-1.0116424560546875,0.0198516845703125,0.068145751953125,14728.563683416667
-0.99365234375,0.024078369140625,0.0638275146484375,14728.583652416668
-0.9956207275390625,0.067413330078125,0.0666046142578125,14728.603621416667
-1.0125732421875,0.03900146484375,0.065826416015625,14728.623590416668
-1.0039825439453125,0.027496337890625,0.080657958984375,14728.643559416667
-0.9976043701171875,0.0334930419921875,0.0709686279296875,14728.663527416667
-0.9959259033203125,0.058624267578125,0.0916748046875,14728.683495416668
-1.0033111572265625,0.068939208984375,0.065643310546875,14728.703462416668
-1.0012664794921875,0.0462799072265625,0.077392578125,14728.723431416667
-1.0030364990234375,0.00567626953125,0.073577880859375,14728.743398416667
-0.9977264404296875,0.033782958984375,0.0326690673828125,14728.763366416668
-0.9996185302734375,0.0346221923828125,0.0556488037109375,14728.783335625001
-1.0051727294921875,0.03045654296875,0.0604705810546875,14728.803303625002
-0.9991607666015625,0.04498291015625,0.10980224609375,14728.823272625
-1.01373291015625,0.0597991943359375,0.1018218994140625,14728.843242625
-1.0093841552734375,0.054718017578125,0.0157318115234375,14728.863212625001
-0.984405517578125,0.00616455078125,0.0237579345703125,14728.883181625
-0.979095458984375,0.030029296875,0.1286163330078125,14728.903150625001
-1.0050811767578125,0.09423828125,0.1400604248046875,14728.923119625
-1.0415191650390625,0.1192474365234375,0.1448822021484375,14728.943089625001
-1.00482177734375,0.0960235595703125,0.0738372802734375,14728.963059625
-0.9782867431640625,0.092559814453125,0.150115966796875,14728.983029625
-0.8917999267578125,-0.47637939453125,2.16650390625,14729.002999625001
-1.75872802734375,0.434051513671875,-2.6136627197265625,14729.022969625
-0.00787353515625,-0.37469482421875,0.925994873046875,14729.042939625
-1.050018310546875,0.402557373046875,0.0615997314453125,14729.062909625001
-1.4256744384765625,0.448516845703125,-0.04534912109375,14729.082878625
-1.0384674072265625,-0.4294891357421875,0.058441162109375,14729.102848625002
-0.754913330078125,-0.3001556396484375,0.0532684326171875,14729.122817625
-0.97589111328125,-0.1005096435546875,0.151031494140625,14729.142786625001
-1.1178741455078125,0.07794189453125,0.202667236328125,14729.162754625
-1.0233001708984375,0.055999755859375,0.0355377197265625,14729.182724625001
-0.912628173828125,-0.0746002197265625,0.047149658203125,14729.202693625
-0.96453857421875,-0.0540008544921875,0.0323486328125,14729.222662625001
-1.03363037109375,0.06884765625,0.042510986328125,14729.242631625
-1.0492401123046875,0.091796875,0.0799102783203125,14729.262600625001
-1.0357513427734375,0.014617919921875,0.1173248291015625,14729.282569625
-1.0055694580078125,-0.0503997802734375,0.1712646484375,14729.302538625001
-0.9744110107421875,-0.018798828125,0.1309661865234375,14729.322508625
-0.9746856689453125,0.05731201171875,0.0765228271484375,14729.342478625002
-1.001983642578125,0.085723876953125,0.038238525390625,14729.362448625001
-1.015777587890625,0.0451507568359375,0.0122833251953125,14729.382417625
-1.01080322265625,-0.0033111572265625,-0.00421142578125,14729.402387625001
-1.0111846923828125,-0.0095977783203125,-0.0199127197265625,14729.422357625
-1.0169525146484375,0.003814697265625,-0.0338592529296875,14729.442326625001
-1.0028839111328125,0.00732421875,-0.0329437255859375,14729.462296625
-0.9942779541015625,-0.0057525634765625,-0.0283966064453125,14729.482265625002
-0.9903411865234375,-0.0163421630859375,-0.0308074951171875,14729.502234625
-0.98907470703125,-0.0213165283203125,-0.03179931640625,14729.522203625002
-1.00042724609375,-0.02032470703125,-0.026123046875,14729.542173625001
-1.0154266357421875,-0.0166015625,-0.016998291015625,14729.562144625
-1.0149688720703125,-0.0199432373046875,-0.003448486328125,14729.582114625
-1.0036163330078125,-0.032196044921875,0.007568359375,14729.602084625001
-0.9927978515625,-0.0330047607421875,0.015869140625,14729.622054625
-0.9942779541015625,-0.0308074951171875,0.0294952392578125,14729.642024625002
-0.9987640380859375,-0.02777099609375,0.0442352294921875,14729.661994625001
