id,level
11000,-2879254
11010,-1648434
11020,2080285
11030,-1254336
11040,1338914
11050,2087212
11060,652392
11070,3180
11080,-454023
11090,1749850
11100,-698629
11110,373486
11120,702114
11130,-345413
11140,372791
11150,-403364
11160,-155612
11170,-432283
11180,-781898
11190,279425
11200,109063
11210,-1256261
11220,-1151611
11230,-305444
11240,-692931
11250,467977
11260,-65167
11270,108406
11280,247044
11290,1125851
11300,295793
11310,266320
11320,144218
11330,181512
11340,449532
11350,1702497
11360,1578686
11370,-1677540
11380,-1997282
11390,-1677056
11400,33396
11410,-1666776
11420,-930944
11430,1034565
11440,-550724
11450,428734
11460,377518
11470,218419
11480,-1109506
11490,397496
11500,813027
11510,1349372
11520,-939455
11530,983298
11540,538616
11550,1532947
11560,2428528
11570,1277743
11580,125350
11590,-2056738
11600,-516036
11610,-951659
11620,-1675556
11630,-794036
11640,-534144
11650,-991329
11660,421121
11670,1063843
11680,-111792
11690,-516642
11700,-689638
11710,360502
11720,-1323565
11730,160373
11740,2600159
11750,542455
11760,99505
11770,2693676
11780,1099950
11790,-1357997
11800,-519563
11810,-1500220
11820,-135528
11830,-1080899
11840,-230648
11850,372475
11860,-1010822
11870,235255
11880,-1526989
11890,-992724
11900,134880
11910,4640
11920,1309421
11930,-1518507
11940,953625
11950,2043314
11960,1153749
11970,1837593
11980,463853
11990,576069
12000,-550409
12010,-1820948
12020,118831
12030,-629634
12040,-305669
12050,630028
12060,545662
12070,-499287
12080,-11936
12090,-2386804
12100,264048
12110,-2348718
12120,-1045115
12130,963456
12140,1672267
12150,2838710
12160,613381
12170,301408
12180,992492
12190,-235001
12200,471565
12210,-1231762
12220,675436
12230,-742534
12240,-485377
12250,297710
12260,298835
12270,125415
12280,-1281748
12290,-2506316
12300,-832839
12310,-158141
12320,-1441810
12330,-303819
12340,277533
12350,380431
12360,2566278
12370,827609
12380,1273222
12390,773025
12400,-136177
12410,-853759
12420,-132423
12430,-206304
12440,1474390
12450,-1052674
12460,1133898
12470,571385
12480,-700697
12490,-963808
12500,-54008
12510,-48826
12520,-1697839
12530,98834
12540,-1813290
12550,63892
12560,-1337566
12570,-211518
12580,-71127
12590,1594701
12600,1121330
12610,-546486
12620,1093035
12630,-625132
12640,3002098
12650,1801978
12660,-155235
12670,342682
12680,-1125958
12690,-1183556
12700,-1154466
12710,-1584121
12720,1266740
12730,239491
12740,-164615
12750,1205519
12760,-417785
12770,-711032
12780,-2733907
12790,-1478384
12800,1929894
12810,948359
12820,1961171
12830,1702546
12840,1514080
12850,-348183
12860,280221
12870,2236412
12880,1931053
12890,-112404
12900,537668
12910,-2262106
12920,-1116738
12930,-2079020
12940,-1142706
12950,890444
12960,916146
12970,-147036
12980,-188651
12990,-1681322
13000,-2086578
13010,-728989
13020,-1541608
13030,2061443
13040,1593161
13050,853626
13060,2092125
13070,1457414
13080,83545
13090,1943794
13100,1724308
13110,281676
13120,-656028
13130,-1754493
13140,-1297719
13150,-2082211
13160,325676
13170,-320234
13180,-1493091
13190,-596675
13200,-257946
13210,-1469682
13220,-855609
13230,-320237
13240,770609
13250,-376743
13260,2139311
13270,3463767
13280,853467
13290,-501105
13300,237995
13310,649091
13320,776697
13330,-192164
13340,1274873
13350,238888
13360,-2407846
13370,-483877
13380,-1820525
13390,287040
13400,316914
13410,-172398
13420,-1239534
13430,-2824493
13440,-534509
13450,264190
13460,-558825
13470,107755
13480,1500362
13490,2311517
13500,2223287
13510,-102255
13520,2369493
13530,-116182
13540,-315087
13550,1056876
13560,118565
13570,-1148811
13580,-550986
13590,-458538
13600,-1113510
13610,-763072
13620,777172
13630,841552
13640,-826106
13650,-1946701
13660,-782562
13670,-1456030
13680,-328187
13690,-1285137
13700,129357
13710,1710249
13720,2213784
13730,1838720
13740,1028509
13750,823539
13760,-258413
13770,595981
13780,-1387086
13790,553962
13800,-1739762
13810,-1545455
13820,25410
13830,45603
13840,723538
13850,1867536
13860,2515588
13870,586823
13880,-1729335
13890,1021150
13900,-2553018
13910,-853634
13920,-2078450
13930,-725019
13940,437537
13950,536669
13960,1933550
13970,3486913
13980,2308116
13990,-1021392
14000,-358408
14010,-413887
14020,-429228
14030,-2671326
14040,-3736211
14050,-3161946
14060,-17173
14070,3419256
14080,230589
14090,1021317
14100,124990
14110,-522651
14120,1389586
14130,877740
14140,721214
14150,-679288
14160,-1062164
14170,-354566
14180,-92044
14190,310156
14200,169008
14210,204330
14220,274015
14230,1865346
14240,-462890
14250,728071
14260,-139905
14270,-59937
14280,-1843157
14290,-907751
14300,-782699
14310,1211140
14320,-845759
14330,-1110204
14340,-1335816
14350,-1037174
14360,854354
14370,1122991
14380,2063324
14390,842983
14400,1035891
14410,4001098
14420,717126
14430,-954855
14440,-606132
14450,24991
14460,748298
14470,581587
14480,-1835875
14490,-366360
14500,-1275570
14510,-1753579
14520,1991229
14530,512042
14540,648386
14550,-1122562
14560,105376
14570,-630558
14580,-1923255
14590,-1428614
14600,-369846
14610,3571844
14620,1194622
14630,582344
14640,104900
14650,2654340
14660,1882737
14670,1399346
14680,-2087370
14690,719934
14700,-1674251
14710,-2779684
14720,-2787470
14730,-652434
14740,215970
14750,361154
14760,842859
14770,1902255
14780,962583
14790,-2683270
14800,-2856408
14810,-1976592
14820,-844960
14830,1634488
14840,-499871
14850,-426074
14860,357322
14870,1999630
14880,1568346
14890,1836786
14900,3342672
14910,448813
14920,-970927
14930,-2630092
14940,-2461256
14950,-252582
14960,-207757
14970,-1931547
14980,1065683
14990,2531613
15000,-1611947
15010,-35258
15020,-510431
15030,509007
15040,-1606852
15050,-372199
15060,-292978
15070,-2046980
15080,-1301090
15090,1340428
15100,678206
15110,3658760
15120,2282332
15130,574336
15140,-646173
15150,1308036
15160,142135
15170,-733636
15180,-1218503
15190,-1263862
15200,1075901
15210,-1278668
15220,-769378
15230,-1627740
15240,-519669
15250,-660985
15260,-1396369
15270,2219339
15280,1096258
15290,104536
15300,-1297440
15310,-446871
15320,-465222
15330,1060542
15340,1947496
15350,1382581
15360,1294581
15370,592883
15380,-1239415
15390,-1613970
15400,-1366230
15410,-624629
15420,-728233
15430,425190
15440,602590
15450,-385764
15460,2316682
15470,-315130
15480,1268492
15490,523226
15500,-404778
15510,-1178450
15520,-1912803
15530,-259966
15540,-1018499
15550,1050672
15560,2478364
15570,3407820
15580,1579952
15590,1689686
15600,1073831
15610,-235869
15620,-446351
15630,-2061926
15640,-1091850
15650,-1620062
15660,-2065348
15670,-2831130
15680,-489678
15690,1246599
15700,3075700
15710,1291308
15720,407807
15730,-1022706
15740,-204797
15750,-335285
15760,272171
15770,246210
15780,964512
15790,838049
15800,-1931373
15810,492440
15820,2560950
15830,783644
15840,396542
15850,72916
15860,-895331
15870,-855403
15880,-121178
15890,-1948036
15900,-1067967
15910,-677262
15920,-535380
15930,508147
15940,243071
15950,630096
15960,409034
15970,499775
15980,364591
15990,1976651
16000,954258
16010,568486
16020,999006
16030,-1568774
16040,-1396162
16050,-1765791
16060,-148020
16070,1376559
16080,954254
16090,3340577
16100,70421
16110,410164
16120,-1386377
16130,-3488062
16140,-1646993
16150,-1698590
16160,-252192
16170,-258552
16180,-638297
16190,690524
16200,1169516
16210,2661200
16220,1985718
16230,2641894
16240,1776458
16250,1019522
16260,358769
16270,-851603
16280,-2453844
16290,-1239512
16300,-1966000
16310,-1220764
16320,277536
16330,1262678
16340,-159139
16350,59269
16360,48662
16370,-490187
16380,-636385
16390,-2012851
16400,-552329
16410,-1768118
16420,-1364797
16430,713721
16440,1041637
16450,1934042
16460,1548533
16470,1112541
16480,917880
16490,1871829
16500,67196
16510,1382768
16520,-1360111
16530,-28329
16540,-413417
16550,180394
16560,-1032014
16570,-3447375
16580,-851878
16590,-404099
16600,-623449
16610,-282539
16620,469500
16630,-952326
16640,617895
16650,249643
16660,2347791
16670,1337196
16680,998802
16690,491108
16700,196032
16710,702524
16720,103109
16730,-1016043
16740,1172936
16750,291442
16760,-465764
16770,250647
16780,1059560
16790,-1893311
16800,-1289130
16810,-2268287
16820,984965
16830,484902
16840,216182
16850,449011
16860,-241136
16870,46492
16880,-143432
16890,409368
16900,2241583
16910,2713634
16920,1408345
16930,-798448
16940,-368478
16950,-282352
16960,-986548
16970,-188578
16980,466532
16990,-1619984
17000,-2113187
17010,-1360363
17020,-1587554
17030,186759
17040,455736
17050,-392008
17060,1401704
17070,-511957
17080,-305834
17090,-702881
17100,1126287
17110,386329
17120,1550290
17130,1783837
17140,946930
17150,2444987
17160,1724170
17170,-722018
17180,-1544740
17190,1013759
17200,-2307209
17210,-2477590
17220,-1191791
17230,-2095168
17240,-987073
17250,-843640
17260,1333372
17270,509928
17280,-461128
17290,-924855
17300,220789
17310,108758
17320,78138
17330,2330320
17340,2097632
17350,151530
17360,1824647
17370,-1189088
17380,1365372
17390,-942998
17400,385592
17410,406013
17420,-1255852
17430,173616
17440,-1278554
17450,-592140
17460,-1123578
17470,-218269
17480,-3945916
17490,276036
17500,2533449
17510,2056670
17520,375620
17530,-1625111
17540,1370663
17550,-806406
17560,379068
17570,245748
17580,1478090
17590,172473
17600,1693733
17610,1070782
17620,-1171135
17630,704207
17640,600816
17650,-123815
17660,-1613978
17670,-333801
17680,-261868
17690,-2120773
17700,-1500716
17710,-1206168
17720,-469963
17730,1234934
17740,-1142781
17750,362604
17760,-242052
17770,-381814
17780,306899
17790,955975
17800,1687707
17810,2825715
17820,1643328
17830,-759688
17840,2661438
17850,-481293
17860,-83623
17870,107953
17880,-1163558
17890,-3278786
17900,-2327598
17910,-2926294
17920,-379076
17930,3015495
17940,498484
17950,709726
17960,716353
17970,-1822948
17980,734073
17990,194564
18000,1436549
18010,-1042196
18020,-1374193
18030,774334
18040,-925630
18050,1190181
18060,760687
18070,452241
18080,1461230
18090,3001014
18100,825957
18110,882850
18120,-2865972
18130,-2212825
18140,-700344
18150,-2871073
18160,-1127644
18170,-3125264
18180,1225167
18190,121688
18200,1384726
18210,-1262122
18220,2006192
18230,1394053
18240,962788
18250,138202
18260,-744015
18270,2473357
18280,2954618
18290,-1371452
18300,2797478
18310,259819
18320,-2133964
18330,-3773004
18340,-2634008
18350,-2420948
18360,-763940
18370,257226
18380,-169944
18390,801441
18400,1890951
18410,1778510
18420,-1844427
18430,2325666
18440,-120214
18450,-641126
18460,-1107013
18470,316206
18480,1472406
18490,1378148
18500,-1972051
18510,-273432
18520,1250950
18530,-2540776
18540,1046177
18550,-418961
18560,1610384
18570,621313
18580,-839917
18590,1788534
18600,649540
18610,-801134
18620,927825
18630,-2204639
18640,-2088869
18650,369989
18660,-970740
18670,-1824830
18680,628941
18690,2074879
18700,5045254
18710,-431712
18720,344032
18730,553131
18740,-1220747
18750,246453
18760,-2203397
18770,-530750
18780,-282018
18790,-2031512
18800,140176
18810,1416346
18820,403296
18830,1671737
18840,-805203
18850,-837367
18860,787292
18870,-1950451
18880,698186
18890,989529
18900,-558279
18910,174057
18920,158202
18930,301795
18940,-109256
18950,-57525
18960,-305516
18970,25692
18980,1615082
18990,1864301
19000,-584319
19010,439107
19020,-1466139
19030,-3024908
19040,-4085094
19050,-1632701
19060,971870
19070,2171865
19080,588258
19090,634595
19100,-283121
19110,1207543
19120,522742
19130,86312
19140,-2282411
19150,-10092
19160,1128350
19170,539333
19180,3262295
19190,2990986
19200,-619509
19210,1221128
19220,-1142919
19230,-133752
19240,-1431604
19250,-2750092
19260,-2066346
19270,-1418121
19280,-1716034
19290,1131352
19300,-1167478
19310,-1300606
19320,3534136
19330,988359
19340,923738
19350,-973148
19360,-482129
19370,1024449
19380,-233231
19390,-339183
19400,3521770
19410,635999
19420,2397354
19430,493621
19440,427846
19450,1353313
19460,1081534
19470,-77844
19480,-4409756
19490,-2102215
19500,-849309
19510,-1611664
19520,-1908994
19530,719820
19540,1303683
19550,1018726
19560,1978603
19570,-1560207
19580,2935443
19590,289396
19600,-133318
19610,108855
19620,1296697
19630,-609724
19640,-836316
19650,1231349
19660,2651854
19670,1894980
19680,592584
19690,482286
19700,-1946418
19710,-3052925
19720,-4819826
19730,-2685268
19740,-1728296
19750,-3030380
19760,1895517
19770,1230924
19780,3172178
19790,4153793
19800,-819165
19810,373456
19820,2280612
19830,-783968
19840,-1210676
19850,-2966774
19860,-1520196
19870,-615974
19880,605192
19890,512261
19900,635028
19910,1911551
19920,-934937
19930,-1161536
19940,-1924302
19950,798064
19960,-523364
19970,-1843057
19980,-2027294
19990,-753296
20000,-290318
20010,-304929
20020,908156
20030,1475881
20040,2742886
20050,2517304
20060,1864060
20070,2070983
20080,364558
20090,-329910
20100,-1510944
20110,-2146240
20120,-28334
20130,-279082
20140,-552418
20150,-1531471
20160,-2029661
20170,-5842
20180,395875
20190,-121382
20200,2149006
20210,2006891
20220,-1988454
20230,-2364302
20240,684435
20250,-793823
20260,33197
20270,1268923
20280,2904638
20290,2453850
20300,2234634
20310,1076523
20320,625534
20330,-284062
20340,-506424
20350,-2102307
20360,-833387
20370,-641258
20380,-4095854
20390,-804019
20400,-2737470
20410,142118
20420,-482119
20430,1344493
20440,1863744
20450,567844
20460,-1073696
20470,-317609
20480,908190
20490,1998329
20500,2133543
20510,1515001
20520,1708479
20530,112872
20540,1045837
20550,1253084
20560,-746988
20570,-163576
20580,-1775544
20590,-1829248
20600,-1631452
20610,-594621
20620,-1612942
20630,-946664
20640,1857504
20650,1700694
